date: 2018-11-27 ; title: 奉节县朱衣镇三塘村农村移民安置区精准帮扶项目中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181127/a32908eb-f84e-4c86-9ca5-d8847f807d99.html
date: 2018-11-29 ; title: 2017年渝北区外墙砖脱落整治项目（宝圣湖街道万福佳园）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/f95626a8-a598-49dc-93c7-be997767ab52.html
date: 2018-11-29 ; title: 2017年渝北区外墙砖脱落整治项目（宝圣湖街道金佳步行街）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/5aeb7cdf-5c0a-4f54-ac3a-a1b81d725e48.html
date: 2018-11-29 ; title: 2017年渝北区外墙砖脱落整治项目（宝圣湖街道学府佳园）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/eef256f0-efe6-4e57-b88a-e6e4d9cb19bf.html
date: 2018-11-29 ; title: 2017年渝北区外墙砖脱落整治项目（宝圣湖街道金石小区）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/fa28e61e-e36c-4370-a906-07de47472d62.html
date: 2018-11-29 ; title: 黔江区2018年乡村振兴综合试验示范点建设冯家街道寨子居委风洞沟至玉树坪（沿江道路）道路路面工程中标结果公告 ; location: 黔江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/56a99467-903b-498f-9ab1-4731b74a0e5a.html
date: 2018-11-29 ; title: 开州区中和镇中心卫生院住院门诊楼改扩建工程中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/c05d2c08-19d9-4e90-926d-17d98a6d361f.html
date: 2018-11-29 ; title: 渝北区2018年农村公路安保工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/d827f128-9128-46fa-9374-7d7d0b2c80ad.html
date: 2018-11-29 ; title: 南川区神童镇2018年新增千亿斤粮食生产能力建设项目中标结果公告 ; location: 南川区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/c50a1ffe-647a-4060-9e47-a95bb940d321.html
date: 2018-11-29 ; title: 奉节县西部新区公共厕所及垃圾中转站工程（飞洋）中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/5a2da6a8-0080-480f-aa63-7f11477b067c.html
date: 2018-11-29 ; title: 云阳县盘龙街道三龙社区农村移民安置精准帮扶项目中标结果公告 ; location: 云阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/b3244882-acd5-4a51-b4ac-fcb13a8d1bd8.html
date: 2018-11-29 ; title: 潼南区城北水厂绿化工程中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/3d1ae030-ef54-4c25-8df8-9a07ce690718.html
date: 2018-11-29 ; title: 重庆市明月山康养旅游基础设施建设项目可研报告编制中标结果公告 ; location: 垫江县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/a0873856-aedf-45ba-b9c2-a3ab70042636.html
date: 2018-11-29 ; title: 铁桥镇核心镇区景观改造工程二期-开州区铁桥镇双桥街街区环境综合整治中标结果公告 ; location: 开州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/85d1e191-53b1-4464-a151-55d4e24b5d8a.html
date: 2018-11-29 ; title: 潼南县崇龛镇老店村土地整理项目中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/8fa01f44-5bf8-4977-922a-762e505a2231.html
date: 2018-11-29 ; title: 潼南县龙形镇高桥村一社等（3）个社土地整理项目中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/fbae5a75-3039-400c-ac1c-f6889c302810.html
date: 2018-11-29 ; title: 巴南区接龙镇石磅村土地整理项目B中标结果公告 ; location: 巴南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/f9c8006d-1e00-4c2c-9888-4e84d1860dc5.html
date: 2018-11-29 ; title: 潼南区柏梓镇羊堡村五社等（4）个社土地整理项目中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/26ddbd16-e0fd-4196-bd4c-297936ac9d83.html
date: 2018-11-29 ; title: 国道G347花栗至巫山界段路面改造及庙溪村K125+960处地灾治理工程施工监理中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/22a5bd81-1a61-4f5f-a33d-45723f8eaadf.html
date: 2018-11-29 ; title: 潼南县寿桥乡三教村土地整治项目中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/2b82d1c5-76de-49e9-9078-9c287f27fdb1.html
date: 2018-11-29 ; title: 巫溪县天元乡吉龙村陈流琼屋场至老木园、宝坪村周本常屋场至相坪公路硬化工程中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/4130e444-9553-41d6-b688-68eca157a997.html
date: 2018-11-29 ; title: 国道G347花栗至巫山界段路面改造及庙溪村K125+960处地灾治理工程中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/be979617-5a64-49b1-9af4-122d87cb95a7.html
date: 2018-11-29 ; title: 巫溪县中医医院二期养护中心、三期门急诊住院综合大楼场地平整工程中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/c05035dd-09d1-4d2d-86c8-69ca8ee4fb96.html
date: 2018-11-29 ; title: 2018年度渝中区老旧居住建筑消防设施改造工程监理中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/f2386a3d-1666-4bad-8c15-f6816df3d102.html
date: 2018-11-29 ; title: 曾家岩临崖步道（一期）中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/95fd9d9d-13d8-4fca-8fa2-5400cc0be1e9.html
date: 2018-11-29 ; title: 丰都县重要支流植被恢复建设工程施工监理（第二次）中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/94276459-c795-4265-9edf-512fbc634cc1.html
date: 2018-11-29 ; title: 九龙坡区2018年干线公路工可编制及施工图设计项目（一标段）中标结果公告 ; location: 九龙坡区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/06b9640d-c64f-4ce3-9e3a-24688ade04aa.html
date: 2018-11-29 ; title: 九龙坡区2018年干线公路工可编制及施工图设计项目（二标段）中标结果公告 ; location: 九龙坡区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181129/185abf07-8346-4a97-b825-e94c9a64bc70.html
date: 2018-11-28 ; title: 璧山高新区青杠组团滨河西路白改黑道路工程的中标结果公告 ; location: 璧山区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181128/ceee6d4f-d6ca-40cf-b247-907f90196239.html
date: 2018-11-28 ; title: 丰都县青龙乡脱贫攻坚水利扶贫饮水安全项目中标结果公告 ; location: 丰都县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181128/e5414a19-0c2a-4b34-9843-ab064b8d4167.html
date: 2018-11-28 ; title: 长寿中科未来城科技成果转化展示中心（第二次）中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181128/d8ede970-7235-4362-98bd-98cbe8e7e0a0.html
date: 2018-12-05 ; title: 潼南江北片区两区同建金福坝基础设施（两桥一环路）建设工程跟踪审计、潼南区音乐百花园（福山公园）工程跟踪审计中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181205/da4cbdf3-1818-41e8-bd19-4c0bd366cbf8.html
date: 2018-12-05 ; title: 潼南江北片区两区同建金福坝基础设施（两桥一环路）建设工程跟踪审计、潼南区音乐百花园（福山公园）工程跟踪审计中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181205/192c2458-496d-4861-889b-0e48b33a8fcb.html
date: 2018-12-05 ; title: 万州区普子乡2018年第一批财政涉农资金“四好农村路”通组公路建设工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181205/1566851b-9251-4369-ad89-e7e66bf746f8.html
date: 2018-12-04 ; title: 重庆市轨道交通一号线朝天门车站及区间剩余工程（铺轨工程、风水电安装及装修工程（含供货））的中标结果公告 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/6690cb47-95df-46b2-8368-f2d04c3dcabb.html
date: 2018-12-04 ; title: 南山福寿路排污管网工程中标结果公告 ; location: 南岸区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/1492718f-256b-43d1-abb7-3e2cfe6f5039.html
date: 2018-12-04 ; title: 奉节县生活垃圾应急填埋场建设工程勘察中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/84ff213c-ad4d-4b3e-bb20-87594f5f9b24.html
date: 2018-12-04 ; title: 奉节县生活垃圾应急填埋场建设工程设计中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/b917bf98-c1d4-4567-b665-2644da9cc3f7.html
date: 2018-12-04 ; title: 蔡家组团M标准分区纵二路南段道路工程监理中标结果公告 ; location: 北碚区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/de72ee18-0af5-4082-901d-793f3dc5c491.html
date: 2018-12-04 ; title: 横一路工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/be140645-6bb5-4d3c-a7a0-9721d83a74a6.html
date: 2018-12-04 ; title: 江津区完善重点省道电子监控设备工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/cbac97ed-fa98-4fd8-b5f0-0ef892083521.html
date: 2018-12-04 ; title: 酉阳县城红卫桥～酉州桥段应急河堤整治工程中标结果公告 ; location: 酉阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/0988bf76-9d44-4de8-b8f4-87345a3b955f.html
date: 2018-12-04 ; title: 重庆市潼南区玉溪镇大龙村村级服务中心改建及装修工程中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/91c337a0-604f-4699-bbfe-0bc31e963c6e.html
date: 2018-12-04 ; title: 新建两江小学B校区及环湖雅居B区农转城安置房30号楼幼儿园工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/81725abe-ad20-4a26-b71f-6305022bddd0.html
date: 2018-12-04 ; title: 长寿区龙河镇行政村主干“四好农村路”合兴至龙河环线（合兴至龙河段）公路改造工程中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/529fdaa0-00b4-4c4d-aeef-f95e7ab7f1d7.html
date: 2018-12-04 ; title: 万州区2018年第一批财政涉农资金“四好农村路”通组公路建设项目白羊镇清潭等村通组公路硬化工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/3b168ac4-a9c5-46e9-9ac5-84aa798078ff.html
date: 2018-12-04 ; title: 重庆市万州食品药品检验实验楼迁扩建项目装饰装修工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181204/c6b568ee-5a02-4d80-a3d9-2d25fc7f7222.html
date: 2018-12-03 ; title: 2017年渝北区外墙砖脱落整治项目（宝圣湖街道小家碧玉）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181203/d42bb169-7828-4629-8e1d-520817d5e262.html
date: 2018-12-03 ; title: 2017年渝北区外墙砖脱落整治项目（宝圣湖街道佳鑫花园）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181203/52b6265a-2ed3-4500-9e0f-0b879d36ef0e.html
date: 2018-12-13 ; title: 万州区2019年农村饮水安全巩固提升工程设计(三标段） ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181213/06811bfb-b7cb-4f9d-a1aa-1770cd087f6a.html
date: 2018-12-13 ; title: 万州区2019年农村饮水安全巩固提升工程设计（一标段） ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181213/4c354410-5160-4174-9a43-ed57d55edd3b.html
date: 2018-12-13 ; title: 万州区分水镇2018年第一批财政涉农资金“四好农村路”通组公路建设工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181213/056515a0-9134-46ed-8a6a-5030eafe4086.html
date: 2018-12-12 ; title: 屏锦镇新桥社区明月路沿街建筑正立面风貌及店招店牌改造项目的中标结果公告 ; location: 梁平县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/90b6b941-37ca-42a6-b4cd-4eb47e87957d.html
date: 2018-12-12 ; title: 江津区白沙镇教育路至光华路、滨江中路至美食街沿线环境综合整治工程招标公告中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/4bfe28c1-2c58-47b2-9ece-447109f026f6.html
date: 2018-12-12 ; title: 桃花溪石坪桥支流排水整治工程测绘（第二次）中标结果公告 ; location: 九龙坡区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/84ca441c-cd43-46cc-9ea6-e7c98e2929ae.html
date: 2018-12-12 ; title: 云阳县高阳镇明冲村农村移民安置区精准帮扶项目中标结果公告 ; location: 云阳县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/dea065ce-2af5-437c-9084-0dfe009de8db.html
date: 2018-12-12 ; title: 彭水县鞍子镇红星村土地整理项目等2个土地整理项目一标段中标结果公告 ; location: 彭水县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/f6fe2430-2e13-4418-a828-f033233a72c8.html
date: 2018-12-12 ; title: 彭水县鞍子镇红星村土地整理项目等2个土地整理项目二标段中标结果公告 ; location: 彭水县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/5359179e-93b8-46a3-a835-c9663b92839c.html
date: 2018-12-12 ; title: 龙田乡中安村中坪安置点护坡治理工程中标结果公告 ; location: 城口县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/7acdfe10-aea1-4737-8b83-7c23f6611072.html
date: 2018-12-12 ; title: 城口县茅坪片区2、3号路及综合管廊工程监理中标结果公告 ; location: 城口县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/8b400e5a-8d47-4c11-ad19-f6f3a4c7374d.html
date: 2018-12-12 ; title: 广兴镇2018年农村小康路（全域旅游公路）建设项目中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/606f0819-635b-4e45-9211-aacc4b3c794c.html
date: 2018-12-12 ; title: 城口县茅坪片区2、3号路及综合管廊工程中标结果公告 ; location: 城口县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/c2dfcfab-459e-4f01-b305-e092baef6d7b.html
date: 2018-12-12 ; title: 忠县新生街道香水村农村移民安置区精准帮扶项目居民点道路交通等设施、人蓄饮水设施、公共服务设施及边坡治理完善工程中标结果公告 ; location: 忠县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/c6c5d389-6623-4508-b7e3-a4f199668363.html
date: 2018-12-12 ; title: 合川区车乐路官渡到天星桥段路面改造工程中标结果公告 ; location: 合川区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/1c7821ef-a3f9-4c36-9551-756f4ea64733.html
date: 2018-12-12 ; title: 解放碑区域灯饰建设及提升-2018世贸大厦夜景灯饰工程中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/186dc5c2-3e93-44aa-b4ae-72f3925e5fa3.html
date: 2018-12-12 ; title: 重庆市重钢片区百花村隧道道路工程第三方监测中标结果公告 ; location: 大渡口区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/c4180859-b73d-4f9f-b6a1-5e5dc2cef043.html
date: 2018-12-12 ; title: 璧山区农村联网公路（张家湾至雷神店）升级改造工程施工监理中标结果公告 ; location: 璧山区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181212/9eb27a9c-5a43-4852-872c-965c6db6fe0c.html
date: 2018-12-11 ; title: 国家环保产业发展重庆基地万州环保产业园1号路道路工程监理 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181211/b5619f64-520b-441f-95ec-6fd8bbc41478.html
date: 2018-12-10 ; title: 解放碑区域灯饰建设及提升-2018纽约.纽约大厦夜景灯饰工程中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/700b151b-0e40-493a-ae1b-db2e9af56677.html
date: 2018-12-10 ; title: 统景镇回龙湾危岩带及滑坡地质灾害应急治理工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/9ab1d5ec-1288-41ef-8b3d-4651aa56da39.html
date: 2018-12-10 ; title: 德感工业园勤辉、华茂地块边坡整治工程施工中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/3b2e20cd-bac2-4e09-a3f9-6707ed62f627.html
date: 2018-12-10 ; title: 涪陵区江东街道菜场农村移民安置区精准帮扶项目中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/b2be1114-8c13-46fa-92bb-73485c731f94.html
date: 2018-12-10 ; title: 涪陵区龙桥街道袁家社区农村移民安置区精准帮扶项目中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/1e94bb40-437e-44b2-9db0-9415df604c49.html
date: 2018-12-10 ; title: 畜禽粪污资源化利用规模化示范基地项目中标结果公告 ; location: 黔江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/89ceb634-ed0e-4702-8d1d-05d9ade0d049.html
date: 2018-12-10 ; title: 奉节县2018年新民镇九树村通组通畅工程中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181210/562f1a7a-1802-401c-b6a8-3640611cc2b1.html
